Genome,Accession,RefSeq type,Source information,Number of segments,Genome length,Number of proteins,Genome Neighbors,Host,Date completed,Date updated,realm,Filename
Tomato leaf deformation virus,NC_014510,complete,isolate:PE:PT1:To:03,-,2591,5,11,land plants,09/21/2010,08/13/2018,Monodnaviria,Tomato_leaf_deformation_virus
Tomato leaf distortion virus,NC_038474,complete,isolate:BR:Pda4:05,-,2645,5,1,land plants,08/24/2018,08/24/2018,Monodnaviria,Tomato_leaf_distortion_virus
Tomato mosaic Havana virus,NC_003868,complete,isolate:Quivican,-,2586,2,1,land plants,09/04/1998,08/13/2018,Monodnaviria,Tomato_mosaic_Havana_virus
Tomato mosaic Havana virus-[Quivican],NC_003867,complete,strain:Quivican,-,2620,5,2,land plants,09/04/1998,08/13/2018,Monodnaviria,Tomato_mosaic_Havana_virus-Quivican
Tomato mottle leaf curl virus,NC_032006,complete,isolate:BR-PB44-14,-,2632,5,28,land plants,12/06/2016,08/13/2018,Monodnaviria,Tomato_mottle_leaf_curl_virus
Tomato pseudo-curly top virus,NC_003825,complete,-,-,2861,6,-,land plants,06/28/1996,08/13/2018,Monodnaviria,Tomato_pseudo-curly_top_virus
Tomato severe leaf curl Kalakada virus,NC_055140,complete,isolate:TC101,-,2755,6,-,land plants,06/01/2021,06/07/2021,Monodnaviria,Tomato_severe_leaf_curl_Kalakada_virus
Tomato severe leaf curl virus,NC_004642,complete,isolate:Guatemala 96-1,-,2593,4,5,land plants,03/26/2003,08/13/2018,Monodnaviria,Tomato_severe_leaf_curl_virus
Tomato twisted leaf virus,NC_055524,complete,isolate:Be6.6H,-,2597,6,-,land plants,06/01/2021,06/08/2021,Monodnaviria,Tomato_twisted_leaf_virus
Tomato yellow leaf curl China virus,NC_004044,complete,strain:TYLCV-CHI,-,2734,6,37,land plants,10/29/2000,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_China_virus
Tomato yellow leaf curl Guangdong virus,NC_008374,complete,isolate:G3,-,2744,6,1,land plants,09/27/2006,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_Guangdong_virus
Tomato yellow leaf curl Indonesia virus-[Lembang],NC_008267,complete,-,-,2762,6,-,land plants,08/02/2006,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_Indonesia_virus-Lembang
Tomato yellow leaf curl Malaga virus,NC_004569,complete,isolate:ES42199,-,2782,6,4,land plants,02/14/2003,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_Malaga_virus
Tomato yellow leaf curl Mali virus,NC_027215,complete,isolate:Tom-141,-,2796,6,8,land plants,06/04/2015,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_Mali_virus
Tomato yellow leaf curl Sardinia virus,NC_003828,complete,-,-,2773,6,19,land plants,12/20/1991,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_Sardinia_virus
Tomato yellow leaf curl Saudi virus,NC_022229,complete,isolate:Hail1,-,2775,7,-,land plants,09/03/2013,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_Saudi_virus
Tomato yellow leaf curl Shuangbai virus - [Y4536],NC_029995,complete,isolate:Y4536,-,2748,6,1,land plants,04/29/2016,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_Shuangbai_virus_-_Y4536
Tomato yellow leaf curl Vietnam virus,NC_009548,complete,-,-,2745,6,1,land plants,06/08/2007,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_Vietnam_virus
Tomato yellow leaf curl Yunnan virus,NC_021341,complete,isolate:YN2013,-,2754,6,8,land plants,06/03/2013,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_Yunnan_virus
Tomato yellow leaf curl virus,NC_004005,complete,isolate:Almeria,-,2781,6,888,land plants,06/07/2002,08/13/2018,Monodnaviria,Tomato_yellow_leaf_curl_virus
Turnip curly top virus,NC_014324,complete,isolate:IR:Zaf:B11:06,-,2981,6,20,land plants,09/08/2010,08/13/2018,Monodnaviria,Turnip_curly_top_virus
Turnip leaf roll virus,NC_029117,complete,isolate:IR:Hom:Th2:Tur:12,-,2965,6,12,land plants,02/05/2016,08/13/2018,Monodnaviria,Turnip_leaf_roll_virus
Urochloa streak virus,NC_010797,complete,isolate:USV-NEji2,-,2736,3,10,land plants,06/02/2008,08/13/2018,Monodnaviria,Urochloa_streak_virus
Velvet bean golden mosaic virus,NC_038985,complete,isolate:bgv6-5,-,2767,6,-,land plants,08/24/2018,08/24/2018,Monodnaviria,Velvet_bean_golden_mosaic_virus
Vernonia crinkle virus,NC_032118,complete,isolate:UG7,-,2791,6,1,land plants,12/16/2016,08/13/2018,Monodnaviria,Vernonia_crinkle_virus
Vernonia yellow vein Fujian virus,NC_043514,complete,isolate:VeYVFjV,-,2739,6,-,land plants,06/28/2019,06/28/2019,Monodnaviria,Vernonia_yellow_vein_Fujian_virus
Vernonia yellow vein virus,NC_007730,complete,-,-,2745,7,-,land plants,01/18/2006,08/13/2018,Monodnaviria,Vernonia_yellow_vein_virus
Vigna yellow mosaic virus,NC_038475,complete,isolate:Yautepec-2007,-,2602,5,-,land plants,08/24/2018,08/24/2018,Monodnaviria,Vigna_yellow_mosaic_virus
Vinca leaf curl virus,NC_028124,complete,isolate:RK,-,2776,6,-,land plants,10/30/2015,08/13/2018,Monodnaviria,Vinca_leaf_curl_virus
West African Asystasia virus 2,NC_038476,complete,-,-,2744,6,-,land plants,08/24/2018,08/24/2018,Monodnaviria,West_African_Asystasia_virus_2
Wheat dwarf India virus,NC_017828,complete,-,-,2783,4,35,land plants,05/03/2012,08/13/2018,Monodnaviria,Wheat_dwarf_India_virus
Wheat dwarf virus,NC_003326,complete,strain:Wheat; isolate:Enkoping1,-,2750,4,312,land plants,12/19/2001,08/13/2018,Monodnaviria,Wheat_dwarf_virus
Whitefly-associated begomovirus 1,NC_038967,complete,isolate:GtSq11,-,2609,5,-,land plants,08/24/2018,08/24/2018,Monodnaviria,Whitefly-associated_begomovirus_1
Whitefly-associated begomovirus 2,NC_038968,complete,isolate:GtSq5,-,2590,5,-,land plants,08/24/2018,08/24/2018,Monodnaviria,Whitefly-associated_begomovirus_2
Whitefly-associated begomovirus 3,NC_038969,complete,isolate:GtSq10,-,2629,5,-,land plants,08/24/2018,08/24/2018,Monodnaviria,Whitefly-associated_begomovirus_3
Whitefly-associated begomovirus 4,NC_038970,complete,isolate:GtSq8,-,2608,5,-,land plants,08/24/2018,08/24/2018,Monodnaviria,Whitefly-associated_begomovirus_4
Whitefly-associated begomovirus 6,NC_038971,complete,isolate:PR10-1,-,2638,5,-,land plants,08/24/2018,08/24/2018,Monodnaviria,Whitefly-associated_begomovirus_6
Whitefly-associated begomovirus 7,NC_038972,complete,isolate:Sp5-4,-,2767,6,-,land plants,08/24/2018,08/24/2018,Monodnaviria,Whitefly-associated_begomovirus_7
Wild vitis virus 1,NC_035480,complete,isolate:WVV1-NY1468,-,3278,6,10,land plants,08/24/2017,08/13/2018,Monodnaviria,Wild_vitis_virus_1
Wissadula yellow mosaic virus,NC_031451,complete,isolate:ALW35_5B,-,2621,5,1,land plants,10/17/2016,08/13/2018,Monodnaviria,Wissadula_yellow_mosaic_virus
Yerba mate-associated circular DNA virus 1,NC_040708,complete,isolate:Obera,-,2707,5,4,land plants,02/12/2019,09/12/2019,Monodnaviria,Yerba_mate-associated_circular_DNA_virus_1
Apple dimple fruit viroid,NC_003463,complete,-,-,306,-,40,land plants,01/08/1997,08/13/2018,Pospiviroidae,Apple_dimple_fruit_viroid
Apple scar skin viroid,NC_001340,complete,-,-,329,-,222,land plants,07/20/1990,08/13/2018,Pospiviroidae,Apple_scar_skin_viroid
Australian grapevine viroid,NC_003553,complete,-,-,369,-,178,land plants,02/28/1990,08/13/2018,Pospiviroidae,Australian_grapevine_viroid
Chrysanthemum stunt viroid,NC_002015,complete,-,-,356,-,490,land plants,11/03/1982,08/13/2018,Pospiviroidae,Chrysanthemum_stunt_viroid
Citrus bark cracking viroid,NC_003539,complete,-,-,284,-,72,land plants,12/10/1991,08/13/2018,Pospiviroidae,Citrus_bark_cracking_viroid
Citrus bent leaf viroid,NC_001651,complete,strain:CBLVd-225,-,315,-,104,land plants,03/15/1995,08/13/2018,Pospiviroidae,Citrus_bent_leaf_viroid
Citrus dwarfing viroid,NC_003264,complete,isolate:E21a,-,292,-,241,land plants,11/29/2001,08/13/2018,Pospiviroidae,Citrus_dwarfing_viroid
Citrus exocortis viroid,NC_001464,complete,-,-,371,-,317,land plants,08/02/1993,08/13/2018,Pospiviroidae,Citrus_exocortis_viroid
Citrus viroid V,NC_010165,complete,-,-,294,-,59,land plants,12/17/2007,08/13/2018,Pospiviroidae,Citrus_viroid_V
Citrus viroid VI,NC_004359,complete,-,-,330,-,27,land plants,04/03/2001,08/13/2018,Pospiviroidae,Citrus_viroid_VI
Coconut cadang-cadang viroid,NC_001462,complete,-,-,246,-,19,land plants,08/02/1993,08/13/2018,Pospiviroidae,Coconut_cadang-cadang_viroid
Coleus blumei viroid 1,NC_003681,complete,-,-,248,-,23,land plants,07/13/1990,08/13/2018,Pospiviroidae,Coleus_blumei_viroid_1
Coleus blumei viroid 2,NC_003682,complete,sub-species:Ruhm von Luxemburg,-,301,-,7,land plants,01/08/1997,08/13/2018,Pospiviroidae,Coleus_blumei_viroid_2
Coleus blumei viroid 3,NC_003683,complete,-,-,364,-,6,land plants,01/08/1997,08/13/2018,Pospiviroidae,Coleus_blumei_viroid_3
Coleus blumei viroid 5,NC_012127,complete,-,-,274,-,8,land plants,03/04/2009,08/13/2018,Pospiviroidae,Coleus_blumei_viroid_5
Coleus blumei viroid 6,NC_012805,complete,-,-,342,-,3,land plants,06/15/2009,08/13/2018,Pospiviroidae,Coleus_blumei_viroid_6
Columnea latent viroid,NC_003538,complete,-,-,370,-,117,land plants,12/12/1989,08/13/2018,Pospiviroidae,Columnea_latent_viroid
Dahlia latent viroid,NC_020160,complete,isolate:4706174,-,342,-,4,land plants,01/24/2013,08/13/2018,Pospiviroidae,Dahlia_latent_viroid
Grapevine latent viroid,NC_028131,complete,-,-,328,-,2,land plants,10/30/2015,08/13/2018,Pospiviroidae,Grapevine_latent_viroid
Grapevine yellow speckle viroid 1,NC_001920,complete,-,-,366,-,228,land plants,07/16/1998,08/13/2018,Pospiviroidae,Grapevine_yellow_speckle_viroid_1
Grapevine yellow speckle viroid 2,NC_003612,complete,-,-,363,-,108,land plants,08/02/1993,08/13/2018,Pospiviroidae,Grapevine_yellow_speckle_viroid_2
Hop latent viroid,NC_003611,complete,-,-,256,-,153,land plants,06/13/1988,08/13/2018,Pospiviroidae,Hop_latent_viroid
Hop stunt viroid,NC_001351,complete,-,-,302,-,1092,land plants,10/26/1988,08/13/2018,Pospiviroidae,Hop_stunt_viroid
Iresine viroid 1,NC_003613,complete,-,-,370,-,12,land plants,01/08/1997,08/13/2018,Pospiviroidae,Iresine_viroid_1
Lychee viroid-like RNA,NC_035620,complete,isolate:20160105,-,304,-,-,land plants,08/28/2017,08/13/2018,Pospiviroidae,Lychee_viroid-like_RNA
Mexican papita viroid,NC_003637,complete,strain:OG1,-,360,-,23,land plants,07/23/1998,08/13/2018,Pospiviroidae,Mexican_papita_viroid
Pear blister canker viroid,NC_001830,complete,-,-,315,-,74,land plants,08/21/1997,08/13/2018,Pospiviroidae,Pear_blister_canker_viroid
Pepper chat fruit viroid,NC_011590,complete,-,-,348,-,66,land plants,11/19/2008,08/13/2018,Pospiviroidae,Pepper_chat_fruit_viroid
Persimmon viroid,NC_010308,complete,strain:persimmon isolate,-,396,-,2,land plants,02/05/2008,08/13/2018,Pospiviroidae,Persimmon_viroid
Persimmon viroid 2,NC_021720,complete,-,-,358,-,1,land plants,07/10/2013,08/13/2018,Pospiviroidae,Persimmon_viroid_2
Portulaca latent viroid,NC_027432,complete,isolate:Vd21,-,351,-,-,land plants,06/30/2015,08/13/2018,Pospiviroidae,Portulaca_latent_viroid
Potato spindle tuber viroid,NC_002030,complete,-,-,359,-,2784,land plants,06/09/1982,08/13/2018,Pospiviroidae,Potato_spindle_tuber_viroid
Tomato apical stunt viroid,NC_001553,complete,-,-,360,-,37,land plants,08/03/1993,08/13/2018,Pospiviroidae,Tomato_apical_stunt_viroid
Tomato chlorotic dwarf viroid,NC_000885,complete,-,-,360,-,24,land plants,08/09/1999,08/13/2018,Pospiviroidae,Tomato_chlorotic_dwarf_viroid
Aconitum latent virus,NC_002795,complete,isolate:D,-,8657,6,-,land plants,05/29/2001,08/13/2018,Riboviria,Aconitum_latent_virus
Actinidia seed borne latent virus,NC_040800,complete,isolate:01227,-,8192,4,2,land plants,02/12/2019,09/12/2019,Riboviria,Actinidia_seed_borne_latent_virus
Actinidia virus 1,NC_035453,complete,isolate:K75,-,18848,12,2,land plants,08/24/2017,08/13/2018,Riboviria,Actinidia_virus_1
Actinidia virus A,NC_043087,incomplete,isolate:TP7-93A,-,7566,5,2,land plants,06/28/2019,06/28/2019,Riboviria,Actinidia_virus_A
Actinidia virus B,NC_016404,complete,isolate:TP7-93B,-,7488,5,1,land plants,11/18/2011,08/13/2018,Riboviria,Actinidia_virus_B
African eggplant mosaic virus,NC_043537,complete,isolate:2013-281,-,9646,1,-,land plants,06/28/2019,06/28/2019,Riboviria,African_eggplant_mosaic_virus
African eggplant yellowing virus,NC_034207,complete,isolate:eMA4,-,5953,6,1,land plants,03/14/2017,08/25/2018,Riboviria,African_eggplant_yellowing_virus
Agave tequilana leaf virus,NC_034833,complete,isolate:agave azul-Mex1,-,6958,5,-,land plants,05/30/2017,08/13/2018,Riboviria,Agave_tequilana_leaf_virus
Aglaonema bacilliform virus,NC_055236,complete,isolate:Minnesota,-,7178,3,-,land plants,06/01/2021,06/07/2021,Riboviria,Aglaonema_bacilliform_virus
Air potato virus 1,NC_055177,complete,isolate:APV1-FL,-,13398,7,-,land plants,06/01/2021,06/07/2021,Riboviria,Air_potato_virus_1
Alfalfa dwarf virus,NC_028237,complete,isolate:Manfredi,-,14494,7,1,land plants,11/03/2015,01/18/2019,Riboviria,Alfalfa_dwarf_virus
Alfalfa enamovirus 1,NC_029993,complete,isolate:Manfredi,-,5726,5,-,land plants,04/29/2016,08/13/2018,Riboviria,Alfalfa_enamovirus_1
Alfalfa latent virus,NC_026616,complete,isolate:ATCC PV-264; culture-collection:ATCC:PV-264,-,8041,5,3,land plants,03/06/2015,08/13/2018,Riboviria,Alfalfa_latent_virus
Pea streak virus,NC_027527,complete,isolate:VRS-541,-,8041,6,3,land plants,07/20/2015,08/13/2018,Riboviria,Pea_streak_virus
Alfalfa virus F,NC_040565,complete,isolate:SM-1_C50,-,6818,1,-,land plants,02/12/2019,09/12/2019,Riboviria,Alfalfa_virus_F
Alfalfa virus S,NC_034622,complete,isolate:98.3A,-,8349,6,1,land plants,05/24/2017,08/13/2018,Riboviria,Alfalfa_virus_S
Algerian watermelon mosaic virus,NC_010736,complete,isolate:H4,-,9842,2,-,land plants,05/21/2008,08/13/2018,Riboviria,Algerian_watermelon_mosaic_virus
Allium cepa amalgavirus 1,NC_036580,complete,strain:AcAV1-OH1,-,3453,2,-,land plants,01/13/2018,08/13/2018,Riboviria,Allium_cepa_amalgavirus_1
Allium cepa amalgavirus 2,NC_036581,complete,strain:AcAV2-DH5225,-,3453,2,1,land plants,01/13/2018,08/13/2018,Riboviria,Allium_cepa_amalgavirus_2
Allium virus X,NC_012211,complete,-,-,7118,5,-,land plants,03/12/2009,08/13/2018,Riboviria,Allium_virus_X
Alpinia oxyphylla mosaic virus,NC_055493,complete,isolate:Alpo,-,8213,1,-,land plants,06/01/2021,06/07/2021,Riboviria,Alpinia_oxyphylla_mosaic_virus
Alstroemeria mosaic virus,NC_043135,incomplete,isolate:O1,-,1867,1,2,land plants,06/28/2019,06/28/2019,Riboviria,Alstroemeria_mosaic_virus
Alstroemeria virus X,NC_007408,complete,-,-,7009,5,-,land plants,09/16/2005,08/13/2018,Riboviria,Alstroemeria_virus_X
Alternanthera mild mosaic virus,NC_043136,incomplete,-,-,1772,1,-,land plants,06/28/2019,06/28/2019,Riboviria,Alternanthera_mild_mosaic_virus
Alternanthera mosaic virus,NC_007731,complete,-,-,6607,5,7,land plants,01/25/2006,08/13/2018,Riboviria,Alternanthera_mosaic_virus
Amaranthus leaf mottle virus,NC_043420,incomplete,isolate:I,-,1777,1,1,land plants,09/28/2006,06/28/2019,Riboviria,Amaranthus_leaf_mottle_virus
Ambrosia asymptomatic virus 1,NC_055542,complete,isolate:05TGP00321,-,7408,6,-,land plants,06/01/2021,06/07/2021,Riboviria,Ambrosia_asymptomatic_virus_1
American hop latent virus,NC_017859,complete,isolate:Bittergold,-,8601,6,2,land plants,05/05/2012,08/13/2018,Riboviria,American_hop_latent_virus
Andean potato latent virus,NC_020470,complete,isolate:Col,-,6337,3,-,land plants,03/08/2013,08/13/2018,Riboviria,Andean_potato_latent_virus
Andean potato mild mosaic virus,NC_020471,complete,isolate:Hu,-,6226,3,-,land plants,03/08/2013,08/13/2018,Riboviria,Andean_potato_mild_mosaic_virus
Angelica bushy stunt virus,NC_043523,complete,isolate:AD,-,8300,7,-,land plants,06/28/2019,06/28/2019,Riboviria,Angelica_bushy_stunt_virus
Angelica virus Y,NC_043138,incomplete,isolate:AnVY-g,-,1888,1,-,land plants,06/28/2019,06/28/2019,Riboviria,Angelica_virus_Y
Angelonia flower break virus,NC_007733,complete,isolate:Florida,-,3962,5,-,land plants,01/25/2006,01/18/2019,Riboviria,Angelonia_flower_break_virus
Anthoxanthum odoratum amalgavirus 1,NC_040432,complete,strain:AoAV1-UN29855,-,3356,2,-,land plants,02/12/2019,09/12/2019,Riboviria,Anthoxanthum_odoratum_amalgavirus_1
Apium virus Y,NC_014905,complete,isolate:Ce,-,9917,2,3,land plants,01/13/2011,08/13/2018,Riboviria,Apium_virus_Y
Apple chlorotic leaf spot virus,NC_001409,complete,-,-,7555,3,108,land plants,04/28/1993,08/13/2018,Riboviria,Apple_chlorotic_leaf_spot_virus
Apple fruit crinkle viroid,NC_003777,complete,-,-,371,-,97,land plants,02/07/2001,05/13/2020,Riboviria,Apple_fruit_crinkle_viroid
Apple green crinkle associated virus,NC_018714,complete,isolate:Aurora-1,-,9266,5,1,land plants,09/27/2012,08/13/2018,Riboviria,Apple_green_crinkle_associated_virus
Apple luteovirus 1,NC_040680,complete,isolate:PA8,-,6001,10,12,land plants,02/12/2019,09/12/2019,Riboviria,Apple_luteovirus_1
Apple stem grooving virus,NC_001749,complete,-,-,6495,2,118,land plants,05/26/1993,08/13/2018,Riboviria,Apple_stem_grooving_virus
Apple stem pitting virus,NC_003462,complete,strain:ASPV; isolate:PA66,-,9332,5,156,land plants,05/17/1994,08/13/2018,Riboviria,Apple_stem_pitting_virus
Apricot latent virus,NC_014821,complete,isolate:A18,-,9311,5,4,land plants,12/27/2010,08/13/2018,Riboviria,Apricot_latent_virus
Apricot pseudo-chlorotic leaf spot virus,NC_006946,complete,isolate:Sus2,-,7494,3,4,land plants,04/07/2005,08/13/2018,Riboviria,Apricot_pseudo-chlorotic_leaf_spot_virus
Apricot vein clearing associated virus,NC_023295,complete,isolate:VC,-,7315,4,8,land plants,01/02/2014,08/13/2018,Riboviria,Apricot_vein_clearing_associated_virus
Arachis pintoi virus,NC_032104,complete,isolate:Var A,-,7599,5,1,land plants,12/14/2016,08/13/2018,Riboviria,Arachis_pintoi_virus
Areca palm necrotic ringspot virus,NC_055501,complete,isolate:XC1,-,9434,1,2,land plants,06/01/2021,06/07/2021,Riboviria,Areca_palm_necrotic_ringspot_virus
Areca palm necrotic spindle-spot virus,NC_040836,complete,isolate:HNBT,-,9437,1,-,land plants,02/12/2019,09/12/2019,Riboviria,Areca_palm_necrotic_spindle-spot_virus
Areca palm velarivirus 1,NC_027121,complete,isolate:APV1_HN,-,16080,11,23,land plants,06/02/2015,08/13/2018,Riboviria,Areca_palm_velarivirus_1
Arracacha mottle virus,NC_018176,complete,isolate:C-17,-,9630,1,-,land plants,07/20/2012,08/13/2018,Riboviria,Arracacha_mottle_virus
Arracacha virus 1,NC_040570,complete,isolate:MS#6,-,15763,9,-,land plants,02/12/2019,09/12/2019,Riboviria,Arracacha_virus_1
Arracacha virus V,NC_034264,complete,isolate:CNPH,-,7398,4,-,land plants,04/12/2017,08/13/2018,Riboviria,Arracacha_virus_V
Artemisia virus A,NC_017914,complete,-,-,4138,5,-,land plants,05/15/2012,08/13/2018,Riboviria,Artemisia_virus_A
Artichoke latent virus,NC_026759,complete,isolate:FR37,-,8287,1,2,land plants,04/04/2015,08/13/2018,Riboviria,Artichoke_latent_virus
Artichoke mottled crinkle virus,NC_001339,complete,isolate:AMCV-Bari Dr.Gallitelli isolate,-,4789,5,-,land plants,05/29/1992,08/13/2018,Riboviria,Artichoke_mottled_crinkle_virus
Artichoke yellow ringspot virus,NC_038862,incomplete,-,-,5873,1,-,land plants,03/29/2006,08/24/2018,Riboviria,Artichoke_yellow_ringspot_virus
Asclepias asymptomatic virus,NC_015523,complete,-,-,6175,3,-,land plants,07/03/2011,08/13/2018,Riboviria,Asclepias_asymptomatic_virus
Asian prunus virus 1,NC_025388,complete,isolate:tatao5,-,9409,5,5,land plants,10/31/2014,08/13/2018,Riboviria,Asian_prunus_virus_1
Asian prunus virus 2,NC_028868,complete,isolate:Bungo Q-1256-01,-,9362,5,8,land plants,01/05/2016,08/13/2018,Riboviria,Asian_prunus_virus_2
Asian prunus virus 3,NC_028975,complete,isolate:Nanjing,-,9654,5,2,land plants,01/05/2016,08/13/2018,Riboviria,Asian_prunus_virus_3
Asparagus virus 1,NC_025821,complete,type:II; isolate:DSMZ PV-0954,-,9741,1,3,land plants,12/09/2014,08/13/2018,Riboviria,Asparagus_virus_1
Atractylodes mild mottle virus,NC_027924,complete,isolate:AMMV-ES,-,8105,6,1,land plants,10/07/2015,08/13/2018,Riboviria,Atractylodes_mild_mottle_virus
Atractylodes mottle virus,NC_038966,complete,isolate:SK,-,8881,6,-,land plants,08/24/2018,08/24/2018,Riboviria,Atractylodes_mottle_virus
Babaco mosaic virus,NC_036587,complete,isolate:Tandapi,-,6692,5,-,land plants,01/13/2018,08/13/2018,Riboviria,Babaco_mosaic_virus
Badnavirus maculakalanchoes,NC_004540,complete,-,-,7591,3,-,land plants,01/22/2003,08/13/2018,Riboviria,Badnavirus_maculakalanchoes
Bamboo mosaic virus,NC_001642,complete,isolate:BaMV-O,-,6366,6,39,land plants,01/29/1995,08/13/2018,Riboviria,Bamboo_mosaic_virus
Banana bract mosaic virus,NC_009745,complete,-,-,9711,2,12,land plants,08/27/2007,08/13/2018,Riboviria,Banana_bract_mosaic_virus
Banana streak CA virus,NC_015506,complete,-,-,7408,3,4,land plants,05/06/2011,08/13/2018,Riboviria,Banana_streak_CA_virus
Banana streak GF virus,NC_007002,complete,strain:Goldfinger,-,7263,3,3,land plants,05/16/2005,08/13/2018,Riboviria,Banana_streak_GF_virus
Banana streak IM virus,NC_015507,complete,-,-,7769,3,6,land plants,05/06/2011,08/13/2018,Riboviria,Banana_streak_IM_virus
Banana streak MY virus,NC_006955,complete,-,-,7650,3,16,land plants,04/07/2005,08/13/2018,Riboviria,Banana_streak_MY_virus
Banana streak OL virus,NC_003381,complete,-,-,7389,3,19,land plants,06/02/1998,08/13/2018,Riboviria,Banana_streak_OL_virus
Banana streak UA virus,NC_015502,complete,-,-,7519,3,-,land plants,05/06/2011,08/13/2018,Riboviria,Banana_streak_UA_virus
Banana streak UI virus,NC_015503,complete,-,-,7458,3,-,land plants,05/06/2011,08/13/2018,Riboviria,Banana_streak_UI_virus
Banana streak UL virus,NC_015504,complete,-,-,7401,3,-,land plants,05/06/2011,08/13/2018,Riboviria,Banana_streak_UL_virus
