## Tue Nov 12 22:27:18 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_w8pxn78v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_w8pxn78v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_w8pxn78v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 10239 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FLA13_gp02	651355.PRO_0000402512	4.46e-143	461.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	RNA processing	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0033655,GO:0039690,GO:0039694,GO:0043656,GO:0043657,GO:0044161,GO:0044162,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
FK853_gp02	651355.PRO_0000402512	2.29e-154	492.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	RNA processing	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0033655,GO:0039690,GO:0039694,GO:0043656,GO:0043657,GO:0044161,GO:0044162,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
FK854_gp02	651355.PRO_0000402512	2.42e-144	462.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	RNA processing	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0033655,GO:0039690,GO:0039694,GO:0043656,GO:0043657,GO:0044161,GO:0044162,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
KM724_gp1	12219.PRO_0000040411	3.74e-182	582.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
ClcAvgp5	223353.Q6LDC7_TLCVA	1.73e-200	562.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CLCuBVp1	66366.AV2_TYLCI	1.32e-53	170.0	4QG14@10239|Viruses,4QUM3@29258|ssDNA viruses	10239|Viruses	S	modulation by virus of host morphology or physiology	-	-	-	-	-	-	-	-	-	-	-	-	-
CLCuBVp3	31600.REN_ICMV	2.71e-57	181.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CLCuBVp4	10818.TRAP_CLVK	1.83e-57	182.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CLCuBVp6	223353.AC4_TLCVA	3e-34	120.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CLCBuV_gp3	31600.REN_ICMV	2.43e-60	189.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CLCBuV_gp4	223353.Q6LDC7_TLCVA	2.53e-216	602.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CLCBuV_gp5	31600.AC4_ICMV	1.07e-35	127.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
D1Q67_gp1	66366.AV2_TYLCI	1.1e-56	178.0	4QG14@10239|Viruses,4QUM3@29258|ssDNA viruses	10239|Viruses	S	modulation by virus of host morphology or physiology	-	-	-	-	-	-	-	-	-	-	-	-	-
D1Q67_gp2	66366.CAPSD_TYLCI	6.82e-160	451.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
D1Q67_gp3	66366.REN_TYLCI	9.14e-51	164.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
D1Q67_gp4	10818.TRAP_CLVK	1.14e-49	162.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
D1Q67_gp5	223353.Q6LDC7_TLCVA	6.15e-226	626.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ClcGvgp1	66366.AV2_TYLCI	4.1e-52	167.0	4QG14@10239|Viruses,4QUM3@29258|ssDNA viruses	10239|Viruses	S	modulation by virus of host morphology or physiology	-	-	-	-	-	-	-	-	-	-	-	-	-
ClcGvgp6	221538.AC4_TYCS2	3.53e-31	112.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
ClcKvgp3	66366.REN_TYLCI	7.98e-66	202.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ClcKvgp4	10818.TRAP_CLVK	4.56e-63	196.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
A1H81_gp3	31600.REN_ICMV	2.55e-62	194.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
A1H81_gp4	31600.TRAP_ICMV	1.65e-53	172.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
A1H81_gp6	31600.AC4_ICMV	8.19e-32	114.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
BMU10_gp3	31600.CAPSD_ICMV	1.66e-154	437.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
BMU10_gp6	223353.Q6LDC7_TLCVA	7.98e-222	616.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CLRDV_gp2	12043.RDRP_TYYVF	0.0	1014.0	4QE5Y@10239|Viruses,4R11I@439488|ssRNA viruses,4R0RR@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA-directed RNA-polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
CLRDV_gp3	12043.RDRP_TYYVF	8.74e-79	278.0	4QE5Y@10239|Viruses,4R11I@439488|ssRNA viruses,4R0RR@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA-directed RNA-polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
CLRDV_gp4	12043.MCAPS_TYYVF	2.74e-156	474.0	4QDVK@10239|Viruses,4R12A@439488|ssRNA viruses,4R0RV@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Potato leaf roll virus readthrough protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CLRDV_gp6	12043.MVP_TYYVF	3.62e-72	222.0	4QECR@10239|Viruses,4R14N@439488|ssRNA viruses,4R0SM@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Luteovirus putative VPg genome linked protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CABMVgp1	12219.PRO_0000040411	9.8e-214	672.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
CPMMV_gp1	31722.PRO_0000431911	6.56e-242	723.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage,4R1MI@675063|Tymovirales	10239|Viruses	A	helicase activity	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016032,GO:0016787,GO:0019058,GO:0019079,GO:0019538,GO:0039690,GO:0039694,GO:0043170,GO:0044238,GO:0044403,GO:0044419,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
CPMMV_gp2	12168.TGB1_PVMR	2.77e-60	196.0	4QB58@10239|Viruses,4R110@439488|ssRNA viruses,4R0QV@35278|ssRNA positive-strand viruses  no DNA stage,4R1MM@675063|Tymovirales	10239|Viruses	A	host cell cytoplasm	-	GO:0005575,GO:0018995,GO:0020002,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044094,GO:0044156,GO:0044196,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279	-	-	-	-	-	-	-	-	-	-	-
CPMMV_gp3	12168.TGB2_PVMR	1.51e-20	87.0	4QDMB@10239|Viruses,4R15U@439488|ssRNA viruses,4R0QP@35278|ssRNA positive-strand viruses  no DNA stage,4R1MN@675063|Tymovirales	10239|Viruses	S	host cell endoplasmic reticulum membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
CPMMV_gp5	686947.CAPSD_BOTVX	8.12e-20	96.3	4QEY2@10239|Viruses,4R15R@439488|ssRNA viruses,4R0SG@35278|ssRNA positive-strand viruses  no DNA stage,4R1MK@675063|Tymovirales	10239|Viruses	S	Viral coat protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CPMoVgp1	11988.RDRP_TCV	3.55e-209	615.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
CPMoVgp5	11988.CAPSD_TCV	2.07e-24	110.0	4QD5V@10239|Viruses,4R11K@439488|ssRNA viruses,4R0QX@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral coat protein (S domain)	-	GO:0003674,GO:0003676,GO:0003723,GO:0005198,GO:0005488,GO:0005509,GO:0005575,GO:0008289,GO:0019012,GO:0019028,GO:0019030,GO:0039617,GO:0039660,GO:0043167,GO:0043169,GO:0044423,GO:0046872,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
B7L80_gp2	12043.RDRP_TYYVF	9.22e-308	888.0	4QE5Y@10239|Viruses,4R11I@439488|ssRNA viruses,4R0RR@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA-directed RNA-polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
B7L80_gp5	12043.MCAPS_TYYVF	3.38e-107	346.0	4QDVK@10239|Viruses,4R12A@439488|ssRNA viruses,4R0RV@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Potato leaf roll virus readthrough protein	-	-	-	-	-	-	-	-	-	-	-	-	-
B7L80_gp7	12043.MVP_TYYVF	3.88e-36	131.0	4QECR@10239|Viruses,4R14N@439488|ssRNA viruses,4R0SM@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Luteovirus putative VPg genome linked protein	-	-	-	-	-	-	-	-	-	-	-	-	-
B7L79_gp2	12043.RDRP_TYYVF	1.65e-308	891.0	4QE5Y@10239|Viruses,4R11I@439488|ssRNA viruses,4R0RR@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA-directed RNA-polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
B7L79_gp5	12043.MCAPS_TYYVF	1.22e-99	327.0	4QDVK@10239|Viruses,4R12A@439488|ssRNA viruses,4R0RV@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Potato leaf roll virus readthrough protein	-	-	-	-	-	-	-	-	-	-	-	-	-
B7L79_gp7	12043.MVP_TYYVF	8.67e-32	120.0	4QECR@10239|Viruses,4R14N@439488|ssRNA viruses,4R0SM@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Luteovirus putative VPg genome linked protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CYVVJ_gp3	66366.REN_TYLCI	1.47e-61	192.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CYVVJ_gp4	10818.TRAP_CLVK	2.18e-54	174.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CYVVJ_gp5	223353.Q6LDC7_TLCVA	7.2e-227	629.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CYVVJ_gp6	66366.AC4_TYLCI	3.03e-32	115.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CYVMVgp4	31600.REN_ICMV	1.96e-66	204.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CrYVV_gp3	66366.REN_TYLCI	2.29e-65	201.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CrYVV_gp4	10818.TRAP_CLVK	2.93e-59	186.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
M956_gp1	291607.REP2_SCSVF	4e-63	208.0	4QB1C@10239|Viruses,4QUKV@29258|ssDNA viruses	10239|Viruses	S	ATPase activity, uncoupled	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CBvgp1	12147.RDRP_TBSVC	0.0	1308.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
CBvgp4	12147.MVP_TBSVC	1.73e-110	320.0	4QAST@10239|Viruses,4R159@439488|ssRNA viruses,4R0T5@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	TBSV core protein P21/P22	-	-	-	-	-	-	-	-	-	-	-	-	-
CBvgp5	12147.P19_TBSVC	5.51e-74	226.0	4QG49@10239|Viruses,4R11V@439488|ssRNA viruses,4R0S2@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Tombusvirus P19 core protein	-	-	-	-	-	-	-	-	-	-	-	-	-
Cfmmvgp1	12236.RDRP_CGMVS	0.0	2119.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	RNA processing	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0033655,GO:0039690,GO:0039694,GO:0043656,GO:0043657,GO:0044161,GO:0044162,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
Cfmmvgp2	12236.MVP_CGMVS	2.95e-106	315.0	4QBSG@10239|Viruses,4R11Q@439488|ssRNA viruses,4R0SC@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral movement protein (MP)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0018995,GO:0020002,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0043656,GO:0043657,GO:0044156,GO:0044163,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
Cfmmvgp3	12236.CAPSD_CGMVS	6.08e-38	134.0	4QEKH@10239|Viruses,4R12G@439488|ssRNA viruses,4R0QH@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Virus coat protein (TMV like)	-	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	-	-	-	-	-	-	-	-	-	-
CGMMVgp1	12236.RDRP_CGMVS	0.0	3289.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	RNA processing	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0033655,GO:0039690,GO:0039694,GO:0043656,GO:0043657,GO:0044161,GO:0044162,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
CGMMVgp3	12236.MVP_CGMVS	1.32e-180	503.0	4QBSG@10239|Viruses,4R11Q@439488|ssRNA viruses,4R0SC@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral movement protein (MP)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0018995,GO:0020002,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0043656,GO:0043657,GO:0044156,GO:0044163,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
CGMMVgp4	12236.CAPSD_CGMVS	7.07e-107	308.0	4QEKH@10239|Viruses,4R12G@439488|ssRNA viruses,4R0QH@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Virus coat protein (TMV like)	-	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	-	-	-	-	-	-	-	-	-	-
CLSV_gp1	652109.RDRP_POLVP	0.0	1225.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
CLSV_gp3	652109.CAPSD_POLVP	5.79e-67	223.0	4QD5V@10239|Viruses,4R11K@439488|ssRNA viruses,4R0QX@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral coat protein (S domain)	-	GO:0003674,GO:0003676,GO:0003723,GO:0005198,GO:0005488,GO:0005509,GO:0005575,GO:0008289,GO:0019012,GO:0019028,GO:0019030,GO:0039617,GO:0039660,GO:0043167,GO:0043169,GO:0044423,GO:0046872,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
CuNVgp2	12147.RDRP_TBSVC	1.84e-180	525.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
CuNVgp3	652109.CAPSD_POLVP	1.04e-75	246.0	4QD5V@10239|Viruses,4R11K@439488|ssRNA viruses,4R0QX@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral coat protein (S domain)	-	GO:0003674,GO:0003676,GO:0003723,GO:0005198,GO:0005488,GO:0005509,GO:0005575,GO:0008289,GO:0019012,GO:0019028,GO:0019030,GO:0039617,GO:0039660,GO:0043167,GO:0043169,GO:0044423,GO:0046872,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
CuNVgp5	12147.P19_TBSVC	7.32e-85	254.0	4QG49@10239|Viruses,4R11V@439488|ssRNA viruses,4R0S2@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Tombusvirus P19 core protein	-	-	-	-	-	-	-	-	-	-	-	-	-
FK827_gp1	31722.PRO_0000431911	4.95e-247	706.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage,4R1MI@675063|Tymovirales	10239|Viruses	A	helicase activity	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016032,GO:0016787,GO:0019058,GO:0019079,GO:0019538,GO:0039690,GO:0039694,GO:0043170,GO:0044238,GO:0044403,GO:0044419,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
FK827_gp2	12168.TGB1_PVMR	1.01e-61	199.0	4QB58@10239|Viruses,4R110@439488|ssRNA viruses,4R0QV@35278|ssRNA positive-strand viruses  no DNA stage,4R1MM@675063|Tymovirales	10239|Viruses	A	host cell cytoplasm	-	GO:0005575,GO:0018995,GO:0020002,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044094,GO:0044156,GO:0044196,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279	-	-	-	-	-	-	-	-	-	-	-
FK827_gp3	12187.TGB2_SMYEA	2.6e-11	62.8	4QDMB@10239|Viruses,4R15U@439488|ssRNA viruses,4R0QP@35278|ssRNA positive-strand viruses  no DNA stage,4R1MN@675063|Tymovirales	10239|Viruses	S	host cell endoplasmic reticulum membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
CABYVgp2	12043.RDRP_TYYVF	0.0	1004.0	4QE5Y@10239|Viruses,4R11I@439488|ssRNA viruses,4R0RR@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA-directed RNA-polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
CABYVgp3	12043.RDRP_TYYVF	1.73e-88	304.0	4QE5Y@10239|Viruses,4R11I@439488|ssRNA viruses,4R0RR@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA-directed RNA-polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
CABYVgp4	12043.MCAPS_TYYVF	1.39e-163	492.0	4QDVK@10239|Viruses,4R12A@439488|ssRNA viruses,4R0RV@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Potato leaf roll virus readthrough protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CABYVgp6	12043.MVP_TYYVF	1.29e-34	127.0	4QECR@10239|Viruses,4R14N@439488|ssRNA viruses,4R0SM@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Luteovirus putative VPg genome linked protein	-	-	-	-	-	-	-	-	-	-	-	-	-
CFB78_gp1	12219.PRO_0000040411	2.49e-214	674.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
